prod_code,	prod_limit,	new_balance,	highest_balance
10,	64900.0,	23882.4,	43918.0
10,	62700.0,	426.0,	57794.0
10,	22000.0,	174.0,	20168.0
10,	106700.0,	117384.0,	104144.0
10,	46200.0,	-1.2,	6396.0
10,	82500.0,	36032.4,	30527.0
10,	19800.0,	16873.2,	15411.0
10,	127600.0,	3026.4,	5328.0
10,	88000.0,	0.0,	26022.0
10,	73700.0,	73372.8,	74310.0
10,	159500.0,	36013.2,	110248.0
10,	27500.0,	-36.0,	8498.0
10,	22000.0,	0.0,	20500.0
10,	23100.0,	12842.4,	28050.0
10,	55000.0,	7860.0,	57019.0
10,	71500.0,	56192.4,	53437.0
10,	57200.0,	0.0,	7130.0
10,	60500.0,	24877.2,	33008.0
10,	95700.0,	228681.6,	191068.0
10,	93500.0,	548.4,	83798.0
10,	27500.0,	0.0,	27627.0
10,	123200.0,	122.4,	21975.0
10,	61600.0,	11770.8,	36620.0
10,	156200.0,	2598.0,	33950.0
10,	71500.0,	-106.8,	52308.0
10,	60500.0,	0.0,	49974.0
10,	22000.0,	7761.6,	16131.0
10,	108900.0,	62511.6,	100784.0
10,	167200.0,	2701.2,	63410.0
10,	110000.0,	-448.8,	75288.0
10,	91300.0,	97248.0,	82150.0
10,	40700.0,	1425.6,	38216.0
10,	33000.0,	1987.2,	16263.0
10,	115500.0,	17636.4,	98082.0
10,	110000.0,	17310.0,	36580.0
10,	27500.0,	4910.4,	14684.0
10,	166100.0,	1920.0,	23089.0
10,	166100.0,	35130.0,	29775.0
10,	110000.0,	31410.0,	82700.0
10,	71500.0,	48438.0,	67971.0
10,	44000.0,	26823.6,	22853.0
10,	23100.0,	0.0,	24241.0
10,	66000.0,	3812.4,	60500.0
10,	46200.0,	2900.4,	51411.0
10,	156200.0,	0.0,	20257.0
10,	66000.0,	0.0,	4763.0
10,	128700.0,	3738.0,	33466.0
10,	90200.0,	975.6,	30639.0
10,	57200.0,	62828.4,	56097.0
10,	62700.0,	60129.6,	57484.0
10,	123200.0,	31048.8,	113209.0
10,	122100.0,	0.0,	46008.0
10,	33000.0,	-50.4,	4597.0
10,	73700.0,	70146.0,	60615.0
10,	114400.0,	24378.0,	36954.0
10,	136400.0,	41558.4,	49865.0
10,	68200.0,	56959.2,	63606.0
10,	103400.0,	0.0,	8969.0
10,	55000.0,	100404.0,	152410.0
10,	114400.0,	19920.0,	58877.0
10,	86900.0,	15074.4,	23903.0
10,	275000.0,	86.4,	1102.0
10,	115500.0,	43765.2,	93535.0
10,	23100.0,	0.0,	2424.0
10,	55000.0,	12669.6,	42987.0
10,	64900.0,	6990.0,	26553.0
10,	115500.0,	2547.6,	20549.0
10,	115500.0,	8851.2,	20549.0
10,	112200.0,	121306.8,	107728.0
10,	90200.0,	0.0,	724.0
10,	106700.0,	4873.2,	22200.0
10,	73700.0,	3760.8,	66518.0
10,	181500.0,	62776.8,	52814.0
10,	58300.0,	5270.4,	20492.0
10,	44000.0,	45799.2,	40849.0
10,	183150.0,	5361.6,	37473.0
10,	57200.0,	31126.8,	52250.0
10,	55000.0,	119241.6,	220084.0
10,	165000.0,	-661.2,	6399.0
10,	248600.0,	2502.0,	37991.0
10,	118800.0,	55669.2,	104474.0
10,	136400.0,	356721.6,	297768.0
10,	66000.0,	66612.0,	67933.0
10,	136400.0,	50661.6,	136527.0
10,	132000.0,	149263.2,	124886.0
10,	91300.0,	-685.2,	86419.0
10,	118800.0,	47175.6,	102648.0
10,	89100.0,	58059.6,	81209.0
10,	104500.0,	1009.2,	75805.0
10,	22000.0,	21115.2,	21274.0
10,	112200.0,	17450.4,	103172.0
10,	110000.0,	0.0,	24962.0
10,	28600.0,	1615.2,	14605.0
10,	129800.0,	-1.2,	53156.0
10,	94600.0,	215200.8,	250613.0
10,	62700.0,	67131.6,	60261.0
10,	11000.0,	8164.8,	11454.0
10,	95700.0,	7628.4,	91639.0
10,	85800.0,	36.0,	1496.0
10,	57200.0,	22394.4,	21106.0
10,	79200.0,	72806.4,	69136.0
10,	66000.0,	-18.0,	26117.0
10,	125400.0,	100155.6,	121376.0
10,	125400.0,	100155.6,	121376.0
10,	125400.0,	100155.6,	121376.0
10,	53900.0,	9976.8,	24538.0
10,	35200.0,	36921.6,	31671.0
10,	33000.0,	-560.4,	23461.0
10,	92400.0,	5484.0,	86967.0
10,	11000.0,	11574.0,	21781.0
10,	63800.0,	1118.4,	41700.0
10,	69300.0,	0.0,	43318.0
10,	97900.0,	1078.8,	50525.0
10,	59400.0,	19456.8,	49433.0
10,	118800.0,	107042.4,	110657.0
10,	82500.0,	1110.0,	74541.0
10,	123750.0,	15826.8,	42218.0
10,	99000.0,	37208.4,	32520.0
10,	88000.0,	33249.6,	82581.0
10,	95700.0,	62587.2,	86575.0
10,	11000.0,	-4.8,	9703.0
10,	102300.0,	110415.6,	96324.0
10,	271700.0,	12556.8,	15182.0
10,	118800.0,	127770.0,	109048.0
10,	481800.0,	8481.6,	12833.0
10,	55550.0,	115352.4,	96627.0
10,	96800.0,	15036.0,	56898.0
10,	70400.0,	18921.6,	50186.0
10,	127600.0,	16332.0,	28842.0
10,	257400.0,	259939.2,	235846.0
10,	183700.0,	17794.8,	52690.0
10,	183700.0,	78993.6,	89188.0
10,	113300.0,	3787.2,	51888.0
10,	89100.0,	28808.4,	64213.0
10,	81400.0,	23440.8,	60475.0
10,	68200.0,	0.0,	18913.0
10,	94600.0,	20738.4,	70178.0
10,	99000.0,	22434.0,	23619.0
10,	94600.0,	0.0,	14373.0
10,	355300.0,	4164.0,	51730.0
10,	55000.0,	134372.4,	112477.0
10,	49500.0,	29298.0,	46292.0
10,	247500.0,	141064.8,	210500.0
10,	16500.0,	0.0,	19634.0
10,	116600.0,	12760.8,	15091.0
10,	116600.0,	648.0,	15091.0
10,	82500.0,	44236.8,	53428.0
10,	40700.0,	4353.6,	35660.0
10,	15400.0,	0.0,	13901.0
10,	155100.0,	26956.8,	53622.0
10,	79200.0,	-114.0,	34281.0
10,	59400.0,	62995.2,	52996.0
10,	44000.0,	-70.8,	40500.0
10,	93500.0,	19569.6,	55383.0
10,	56100.0,	58819.2,	51182.0
10,	141900.0,	5029.2,	105461.0
10,	114400.0,	65623.2,	110049.0
10,	68200.0,	51706.8,	56714.0
10,	71500.0,	49392.0,	41660.0
10,	149600.0,	99829.2,	136500.0
10,	55000.0,	21681.6,	37023.0
10,	313500.0,	286344.0,	253210.0
10,	27500.0,	13804.8,	26075.0
10,	566500.0,	850.8,	548474.0
10,	113300.0,	0.0,	18232.0
10,	88000.0,	2871.6,	19363.0
10,	30800.0,	0.0,	18256.0
10,	77000.0,	16004.4,	60024.0
10,	16500.0,	0.0,	11658.0
10,	23100.0,	4474.8,	28049.0
10,	147400.0,	-3097.2,	79671.0
10,	125400.0,	21223.2,	119981.0
10,	117700.0,	73814.4,	108917.0
10,	112200.0,	-51.6,	6183.0
10,	22000.0,	9214.8,	20447.0
10,	96800.0,	62887.2,	88500.0
10,	78100.0,	27585.6,	23488.0
10,	132000.0,	44150.4,	63552.0
10,	31900.0,	29514.0,	28840.0
10,	51700.0,	48591.6,	47916.0
10,	78100.0,	59037.6,	69090.0
10,	132000.0,	20899.2,	62454.0
10,	111100.0,	123979.2,	107915.0
10,	55000.0,	53606.4,	48307.0
10,	35200.0,	4561.2,	20680.0
10,	77000.0,	62325.6,	72436.0
10,	27500.0,	15674.4,	26290.0
10,	185625.0,	2570.4,	15599.0
10,	80300.0,	83851.2,	74206.0
10,	44000.0,	0.0,	760.0
10,	218900.0,	94442.4,	198935.0
10,	68200.0,	58.8,	43670.0
10,	11000.0,	5024.4,	10401.0
10,	50600.0,	14118.0,	26202.0
10,	23100.0,	0.0,	28050.0
10,	206250.0,	13808.4,	186446.0
10,	45100.0,	0.0,	42856.0
10,	44000.0,	8809.2,	8703.0
10,	60500.0,	39154.8,	33129.0
10,	34100.0,	11610.0,	32371.0
10,	110000.0,	68848.8,	89051.0
10,	95700.0,	0.0,	87013.0
10,	119900.0,	109411.2,	108472.0
10,	57200.0,	52819.2,	56923.0
10,	55000.0,	-70.8,	33670.0
10,	46200.0,	47508.0,	55599.0
10,	58300.0,	6426.0,	48521.0
10,	55000.0,	140305.2,	117421.0
10,	64570.0,	0.0,	93892.0
10,	42790.0,	14787.6,	93892.0
10,	128700.0,	-2.4,	15490.0
10,	128700.0,	23426.4,	79911.0
10,	106700.0,	43686.0,	76606.0
10,	165000.0,	1843.2,	80585.0
10,	66000.0,	4267.2,	59096.0
10,	66000.0,	5005.2,	59096.0
10,	55000.0,	47460.0,	44691.0
10,	52800.0,	50535.6,	48395.0
10,	110000.0,	6967.2,	38049.0
10,	42900.0,	46340.4,	40177.0
10,	330000.0,	37788.0,	279666.0
10,	119900.0,	12766.8,	38153.0
10,	119900.0,	2926.8,	42549.0
10,	55000.0,	61850.4,	52185.0
10,	27500.0,	844.8,	27349.0
10,	116600.0,	0.0,	3297.0
10,	92400.0,	0.0,	16657.0
10,	138600.0,	20190.0,	105655.0
10,	136400.0,	4082.4,	29973.0
10,	84700.0,	82527.6,	80721.0
10,	61600.0,	-172.8,	59727.0
10,	55000.0,	51702.0,	55266.0
10,	36300.0,	0.0,	11189.0
10,	150700.0,	87157.2,	148058.0
10,	11000.0,	0.0,	11352.0
10,	91300.0,	0.0,	1769.0
10,	85800.0,	13653.6,	21212.0
10,	69300.0,	-1.2,	44265.0
10,	61050.0,	28256.4,	54678.0
10,	114400.0,	121093.2,	113374.0
10,	114400.0,	10412.4,	18466.0
10,	92400.0,	15520.8,	87765.0
10,	97900.0,	15027.6,	94299.0
10,	139700.0,	3876.0,	126124.0
10,	33000.0,	25430.4,	46209.0
10,	134200.0,	416.4,	16375.0
10,	11000.0,	11976.0,	38500.0
10,	72600.0,	183630.0,	248011.0
10,	23100.0,	-518.4,	28049.0
10,	102300.0,	231277.2,	228132.0
10,	27500.0,	22758.0,	28562.0
10,	124300.0,	313233.6,	261528.0
10,	115500.0,	37471.2,	39606.0
10,	62700.0,	62130.0,	54169.0
10,	137500.0,	89727.6,	93055.0
10,	56100.0,	152527.2,	127606.0
10,	139700.0,	2769.6,	105615.0
10,	180400.0,	117268.8,	159390.0
10,	16500.0,	0.0,	1803.0
10,	183700.0,	2710.8,	167500.0
10,	62700.0,	322.8,	63306.0
10,	55000.0,	54159.6,	68198.0
10,	55000.0,	54159.6,	68198.0
10,	55000.0,	-720.0,	53009.0
10,	17600.0,	6210.0,	16239.0
10,	165000.0,	1010.4,	5459.0
10,	105600.0,	78235.2,	84083.0
10,	55000.0,	55714.8,	52639.0
10,	11000.0,	-45.6,	1872.0
10,	105600.0,	970.8,	32366.0
10,	55000.0,	56323.2,	54597.0
10,	69300.0,	-538.8,	63490.0
10,	70400.0,	48264.0,	50841.0
10,	13200.0,	4552.8,	12358.0
10,	49500.0,	35203.2,	56586.0
10,	26400.0,	2859.6,	7770.0
10,	11000.0,	1521.6,	11459.0
10,	38500.0,	14976.0,	66650.0
10,	22000.0,	-76.8,	21809.0
10,	118800.0,	122161.2,	110210.0
10,	46200.0,	22846.8,	52790.0
10,	135300.0,	65272.8,	79071.0
10,	68200.0,	73497.6,	66271.0
10,	62700.0,	59995.2,	57433.0
10,	50600.0,	0.0,	19050.0
10,	33000.0,	-21.6,	30500.0
10,	182050.0,	487993.2,	407161.0
10,	143000.0,	2398.8,	9025.0
10,	11000.0,	1430.4,	8737.0
10,	110000.0,	42931.2,	77141.0
10,	66000.0,	-75.6,	16086.0
10,	113850.0,	9847.2,	18933.0
10,	107800.0,	5835.6,	11451.0
10,	116600.0,	106210.8,	116137.0
10,	33000.0,	33231.6,	28959.0
10,	119900.0,	34413.6,	70212.0
10,	91300.0,	3342.0,	11748.0
10,	190850.0,	1346.4,	172020.0
10,	132000.0,	86590.8,	273542.0
10,	68200.0,	11928.0,	59293.0
10,	68200.0,	-1192.8,	59293.0
10,	11000.0,	7462.8,	11567.0
10,	121000.0,	12037.2,	38194.0
10,	124300.0,	105274.8,	118229.0
10,	550000.0,	326684.4,	609683.0
10,	121000.0,	501.6,	70153.0
10,	71500.0,	74668.8,	63912.0
10,	99000.0,	86984.4,	72987.0
10,	58300.0,	21518.4,	53366.0
10,	55000.0,	60334.8,	61153.0
10,	55000.0,	16112.4,	53011.0
10,	11000.0,	1077.6,	15909.0
10,	73700.0,	24.0,	68120.0
10,	45100.0,	10885.2,	41263.0
10,	45100.0,	17476.8,	41263.0
10,	57200.0,	-7.2,	51071.0
10,	66000.0,	50424.0,	57931.0
10,	148500.0,	348283.2,	313027.0
10,	69300.0,	26702.4,	65033.0
10,	69300.0,	10761.6,	65033.0
10,	116600.0,	87382.8,	105861.0
10,	68200.0,	11658.0,	61326.0
10,	72600.0,	66518.4,	89856.0
10,	121000.0,	411.6,	29633.0
10,	96800.0,	5881.2,	70431.0
10,	123200.0,	16126.8,	28615.0
10,	110000.0,	16582.8,	37704.0
10,	91300.0,	0.0,	80361.0
10,	50600.0,	969.6,	35012.0
10,	49500.0,	31035.6,	30500.0
10,	33000.0,	164148.0,	137290.0
10,	34100.0,	23970.0,	25762.0
10,	82500.0,	4651.2,	20719.0
10,	389400.0,	19142.4,	55868.0
10,	389400.0,	146228.4,	210263.0
10,	27500.0,	24915.6,	27966.0
10,	57090.0,	36744.0,	33389.0
10,	11000.0,	0.0,	10500.0
10,	155100.0,	0.0,	22638.0
10,	24200.0,	9685.2,	23837.0
10,	39600.0,	0.0,	70500.0
10,	132000.0,	4861.2,	4551.0
10,	11000.0,	0.0,	7360.0
10,	11000.0,	0.0,	1530.0
10,	96800.0,	101642.4,	93752.0
10,	68200.0,	1933.2,	33894.0
10,	106700.0,	50343.6,	96617.0
10,	64900.0,	1138.8,	57715.0
10,	55000.0,	17560.8,	50198.0
10,	55000.0,	7386.0,	50198.0
10,	116600.0,	93597.6,	112377.0
10,	117700.0,	57193.2,	96940.0
10,	57200.0,	3622.8,	31225.0
10,	136400.0,	145425.6,	130947.0
10,	94600.0,	89608.8,	97117.0
10,	33000.0,	0.0,	37294.0
10,	31900.0,	0.0,	24308.0
10,	22000.0,	0.0,	13918.0
10,	11000.0,	45182.4,	38152.0
10,	39600.0,	7562.4,	27097.0
10,	57200.0,	58707.6,	53090.0
10,	26400.0,	0.0,	33100.0
10,	148500.0,	-601.2,	58052.0
10,	148500.0,	11888.4,	98998.0
10,	148500.0,	15933.6,	145484.0
10,	37400.0,	8227.2,	19954.0
10,	38500.0,	0.0,	2378.0
10,	39600.0,	35629.2,	52122.0
10,	138600.0,	92751.6,	94917.0
10,	138600.0,	92751.6,	94917.0
10,	124300.0,	41032.8,	134477.0
10,	154000.0,	154088.4,	140660.0
10,	72600.0,	29376.0,	33665.0
10,	232100.0,	726013.2,	671325.0
10,	55000.0,	3667.2,	49650.0
10,	28600.0,	30505.2,	29453.0
10,	54450.0,	6000.0,	14912.0
10,	22000.0,	23784.0,	27640.0
10,	260700.0,	2544.0,	32595.0
10,	55000.0,	4755.6,	20128.0
10,	55000.0,	13093.2,	11411.0
10,	143000.0,	1711.2,	61000.0
10,	57200.0,	-52.8,	21956.0
10,	223300.0,	11894.4,	186498.0
10,	63800.0,	10248.0,	26031.0
10,	63800.0,	6675.6,	12363.0
10,	115500.0,	10857.6,	91215.0
10,	82500.0,	55742.4,	79062.0
10,	62700.0,	59854.8,	65120.0
10,	40700.0,	42978.0,	37575.0
10,	93500.0,	15812.4,	24679.0
10,	80300.0,	56985.6,	72268.0
10,	336600.0,	0.0,	3870.0
10,	49500.0,	0.0,	25471.0
10,	44000.0,	29245.2,	34159.0
10,	27500.0,	23824.8,	20684.0
10,	44000.0,	25069.2,	43234.0
10,	82500.0,	21920.4,	60235.0
10,	58300.0,	0.0,	30766.0
10,	149600.0,	0.0,	20800.0
10,	121000.0,	48488.4,	114994.0
10,	99000.0,	38454.0,	88887.0
10,	11000.0,	11520.0,	11918.0
10,	184800.0,	0.0,	1623.0
10,	74800.0,	4176.0,	13494.0
10,	57200.0,	11092.8,	39070.0
10,	49500.0,	48858.0,	42333.0
10,	155100.0,	58561.2,	49301.0
10,	57200.0,	37596.0,	54986.0
10,	137500.0,	0.0,	44185.0
10,	19800.0,	0.0,	1261.0
10,	33000.0,	0.0,	22905.0
10,	287100.0,	7402.8,	77086.0
10,	11000.0,	7630.8,	11160.0
10,	27500.0,	10206.0,	27275.0
10,	94600.0,	10545.6,	85760.0
10,	85800.0,	0.0,	40886.0
10,	85800.0,	48548.4,	41755.0
10,	73700.0,	56402.4,	67796.0
10,	44000.0,	0.0,	5767.0
10,	35310.0,	-51.6,	3577.0
10,	12100.0,	10160.4,	13183.0
10,	11000.0,	960.0,	11218.0
10,	11550.0,	6872.4,	25407.0
10,	230175.0,	14362.8,	98095.0
10,	144100.0,	19614.0,	39416.0
10,	77000.0,	240938.4,	201282.0
10,	11000.0,	0.0,	11880.0
10,	214500.0,	159728.4,	133607.0
10,	11000.0,	76662.0,	64385.0
10,	126500.0,	34465.2,	58969.0
10,	14300.0,	12963.6,	14681.0
10,	49500.0,	49821.6,	42018.0
10,	115500.0,	88164.0,	110736.0
10,	73700.0,	-105.6,	28470.0
10,	34100.0,	1.2,	24400.0
10,	27500.0,	32124.0,	30264.0
10,	26400.0,	0.0,	25092.0
10,	55000.0,	34864.8,	32486.0
10,	34100.0,	0.0,	28550.0
10,	34100.0,	0.0,	28550.0
10,	321200.0,	346260.0,	289050.0
10,	99000.0,	8647.2,	60470.0
10,	13200.0,	0.0,	12206.0
10,	181500.0,	103908.0,	105244.0
10,	99000.0,	16141.2,	35215.0
10,	66000.0,	11371.2,	35215.0
10,	185900.0,	68722.8,	127651.0
10,	137500.0,	0.0,	3319.0
10,	60500.0,	13161.6,	39220.0
10,	91300.0,	43545.6,	83418.0
10,	42900.0,	-3.6,	7500.0
10,	57200.0,	23658.0,	36334.0
10,	33000.0,	0.0,	31317.0
10,	134200.0,	0.0,	18427.0
10,	27500.0,	0.0,	31069.0
10,	13200.0,	0.0,	5355.0
10,	11000.0,	682.8,	7069.0
10,	99000.0,	40362.0,	46819.0
10,	44000.0,	19860.0,	44311.0
10,	96800.0,	681.6,	25547.0
10,	88000.0,	0.0,	16175.0
10,	135300.0,	30998.4,	43210.0
10,	41250.0,	30558.0,	38598.0
10,	14300.0,	0.0,	11089.0
10,	148500.0,	8599.2,	64844.0
10,	97900.0,	27024.0,	88237.0
10,	271040.0,	159966.0,	209114.0
10,	40700.0,	8631.6,	16204.0
10,	33000.0,	13930.8,	30652.0
10,	11000.0,	210.0,	10500.0
10,	130900.0,	0.0,	28775.0
10,	192500.0,	4048.8,	23696.0
10,	35200.0,	0.0,	38260.0
10,	33000.0,	56.4,	30500.0
10,	468600.0,	-8.4,	64028.0
10,	74800.0,	-2.4,	53056.0
10,	46200.0,	4771.2,	42225.0
10,	30800.0,	109.2,	30358.0
10,	27500.0,	0.0,	22300.0
10,	27500.0,	34479.6,	128298.0
10,	55000.0,	102772.8,	231788.0
10,	71500.0,	12408.0,	49450.0
10,	55000.0,	60564.0,	50970.0
10,	18700.0,	21108.0,	79000.0
10,	58300.0,	19146.0,	44047.0
10,	38500.0,	0.0,	1623.0
10,	45100.0,	-1.2,	62677.0
10,	74800.0,	18936.0,	56938.0
10,	107250.0,	12618.0,	96168.0
10,	107250.0,	4869.6,	96168.0
10,	60500.0,	35835.6,	30363.0
10,	99000.0,	95560.8,	80134.0
10,	99000.0,	99253.2,	90326.0
10,	91300.0,	8944.8,	41840.0
10,	74052.0,	-724.8,	47616.0
10,	48400.0,	12694.8,	19804.0
10,	143000.0,	-61.2,	22593.0
10,	113300.0,	20058.0,	24623.0
10,	33000.0,	9956.4,	22591.0
10,	27500.0,	-1.2,	24623.0
10,	60500.0,	1002.0,	16981.0
10,	60500.0,	0.0,	16981.0
10,	11550.0,	-13.2,	64115.0
10,	26950.0,	0.0,	31174.0
10,	165000.0,	549418.8,	893678.0
10,	16500.0,	-4.8,	16668.0
10,	66000.0,	26733.6,	62916.0
10,	171600.0,	40192.8,	136404.0
10,	70400.0,	8574.0,	42915.0
10,	19800.0,	0.0,	20874.0
10,	17600.0,	-57.6,	24222.0
10,	70950.0,	16380.0,	23577.0
10,	42900.0,	0.0,	25467.0
10,	44000.0,	6253.2,	155070.0
10,	111100.0,	32298.0,	60423.0
10,	143000.0,	15274.8,	130500.0
10,	143000.0,	15274.8,	130500.0
10,	74800.0,	-3.6,	57491.0
10,	128700.0,	99146.4,	93550.0
10,	82500.0,	1.2,	23872.0
10,	93500.0,	93535.2,	93262.0
10,	57200.0,	15720.0,	55218.0
10,	128700.0,	29341.2,	89825.0
10,	30800.0,	33542.4,	34328.0
10,	11000.0,	0.0,	8915.0
10,	58300.0,	26463.6,	59398.0
10,	57200.0,	2552.4,	45609.0
10,	38500.0,	38190.0,	36483.0
10,	56100.0,	51638.4,	57092.0
10,	226600.0,	146596.8,	122664.0
10,	27500.0,	-156.0,	27426.0
10,	68200.0,	0.0,	49617.0
10,	108900.0,	76508.4,	91255.0
10,	48400.0,	12478.8,	38200.0
10,	47300.0,	13626.0,	29362.0
10,	134200.0,	92806.8,	120529.0
10,	199100.0,	216960.0,	226916.0
10,	97900.0,	0.0,	78629.0
10,	97900.0,	65938.8,	80431.0
10,	66000.0,	0.0,	55090.0
10,	77000.0,	0.0,	98290.0
10,	165000.0,	5115.6,	24472.0
10,	165000.0,	898.8,	149198.0
10,	155100.0,	304407.6,	311531.0
10,	33000.0,	0.0,	42845.0
10,	55000.0,	38415.6,	50013.0
10,	22000.0,	61480.8,	51734.0
10,	29700.0,	29035.2,	30626.0
10,	66000.0,	49111.2,	75296.0
10,	55000.0,	39870.0,	46506.0
10,	55000.0,	22.8,	46506.0
10,	135300.0,	145390.8,	124108.0
10,	66000.0,	-2.4,	21958.0
10,	58740.0,	3788.4,	52916.0
10,	50875.0,	-1.2,	26500.0
10,	33000.0,	-84.0,	92780.0
10,	24200.0,	1345.2,	20041.0
10,	22000.0,	0.0,	17629.0
10,	19800.0,	12385.2,	19744.0
10,	15400.0,	20704.8,	19321.0
10,	15400.0,	8088.0,	15062.0
10,	13200.0,	-1279.2,	14572.0
10,	11000.0,	0.0,	27751.0
10,	11000.0,	-6.0,	9405.0
10,	11000.0,	0.0,	8768.0
10,	11000.0,	-25.2,	3640.0
10,	11000.0,	-19.2,	11634.0
10,	11000.0,	0.0,	10500.0
10,	116600.0,	0.0,	3122.0
10,	61600.0,	0.0,	44896.0
10,	145200.0,	19100.4,	57139.0
10,	275000.0,	0.0,	136068.0
10,	179960.0,	89050.8,	199601.0
10,	99000.0,	238.8,	93410.0
22,	275000.0,	0.0,	52286.0
10,	79200.0,	4089.6,	73156.0
10,	79200.0,	-601.2,	71230.0
10,	74800.0,	33291.6,	61343.0
10,	38500.0,	28.8,	98859.0
10,	267300.0,	13784.4,	55958.0
10,	47300.0,	32.4,	26151.0
10,	88000.0,	440.4,	68062.0
10,	114400.0,	327854.4,	544862.0
10,	185350.0,	95764.8,	104830.0
10,	410300.0,	11510.4,	12214.0
10,	189200.0,	0.0,	42778.0
10,	57200.0,	-13.2,	19292.0
10,	79200.0,	61560.0,	63880.0
10,	41800.0,	0.0,	32393.0
10,	126500.0,	3830.4,	27584.0
10,	52800.0,	0.0,	48500.0
10,	198000.0,	28830.0,	153937.0
10,	122100.0,	-74.4,	50440.0
10,	122100.0,	18465.6,	50967.0
10,	22000.0,	3315.6,	19808.0
10,	50050.0,	-1.2,	20376.0
10,	15400.0,	0.0,	7375.0
10,	26400.0,	0.0,	24472.0
10,	66660.0,	59618.4,	86235.0
10,	41800.0,	45381.6,	41927.0
10,	38500.0,	28146.0,	31881.0
10,	82500.0,	-7.2,	33416.0
10,	64900.0,	8758.8,	31585.0
10,	213400.0,	0.0,	134164.0
10,	148500.0,	137497.2,	115081.0
10,	33000.0,	17496.0,	49843.0
10,	49500.0,	-530.4,	48672.0
10,	11550.0,	14802.0,	50384.0
10,	15400.0,	15600.0,	18303.0
10,	52250.0,	10148.4,	41122.0
10,	13200.0,	7135.2,	45782.0
10,	100100.0,	1714.8,	60265.0
10,	55000.0,	0.0,	189458.0
10,	17600.0,	17031.6,	18132.0
10,	123750.0,	9606.0,	55752.0
10,	66000.0,	0.0,	70089.0
10,	330000.0,	3481.2,	98269.0
10,	11000.0,	8070.0,	52099.0
10,	55000.0,	135902.4,	156366.0
10,	176550.0,	2820.0,	64875.0
10,	47300.0,	23779.2,	37216.0
10,	141900.0,	91309.2,	76591.0
10,	190300.0,	-120.0,	79450.0
10,	11000.0,	6069.6,	14010.0
10,	51700.0,	-428.4,	47942.0
10,	214500.0,	5133.6,	168354.0
10,	214500.0,	95928.0,	98901.0
10,	24200.0,	7938.0,	24416.0
10,	23100.0,	0.0,	3541.0
10,	22000.0,	18196.8,	22023.0
10,	34100.0,	136.8,	20326.0
10,	62150.0,	558.0,	85123.0
10,	99000.0,	2398.8,	81342.0
10,	19800.0,	2262.0,	19638.0
10,	66000.0,	0.0,	60140.0
10,	214500.0,	-4.8,	49038.0
10,	121000.0,	7974.0,	50758.0
10,	38500.0,	0.0,	7891.0
10,	82500.0,	-74.4,	4345.0
10,	58300.0,	11377.2,	48909.0
10,	99000.0,	9644.4,	33047.0
10,	35200.0,	39811.2,	34824.0
10,	71500.0,	25546.8,	49804.0
10,	115500.0,	91258.8,	104786.0
10,	305800.0,	13250.4,	45218.0
10,	216150.0,	184118.4,	153932.0
10,	330000.0,	-1360.8,	39791.0
10,	148500.0,	6900.0,	75662.0
10,	47300.0,	0.0,	45519.0
10,	26400.0,	0.0,	24472.0
10,	112200.0,	3184.8,	25888.0
10,	38500.0,	0.0,	25888.0
10,	176000.0,	-1.2,	62937.0
10,	171600.0,	2700.0,	70650.0
10,	55000.0,	54066.0,	50507.0
10,	59400.0,	0.0,	35938.0
10,	11000.0,	-1398.0,	12708.0
10,	155100.0,	18481.2,	128316.0
10,	127600.0,	0.0,	1347.0
10,	67100.0,	0.0,	11428.0
10,	195800.0,	71263.2,	99449.0
10,	132000.0,	12144.0,	60173.0
10,	222750.0,	24501.6,	99014.0
10,	222750.0,	31652.4,	99014.0
10,	68200.0,	15694.8,	14537.0
10,	198000.0,	8208.0,	19292.0
10,	66000.0,	42585.6,	70213.0
10,	66000.0,	42585.6,	70213.0
10,	458700.0,	123520.8,	363100.0
10,	14300.0,	17556.0,	16076.0
10,	14300.0,	12546.0,	16076.0
10,	22000.0,	130.8,	6487.0
10,	58300.0,	25428.0,	44954.0
10,	102300.0,	17310.0,	32541.0
10,	88000.0,	-2336.4,	57215.0
10,	41800.0,	0.0,	54106.0
10,	51700.0,	139546.8,	165391.0
10,	330000.0,	23088.0,	59181.0
10,	292600.0,	621.6,	105154.0
10,	58300.0,	13867.2,	19884.0
10,	46200.0,	44461.2,	41558.0
10,	45100.0,	47421.6,	46594.0
10,	33000.0,	25465.2,	60861.0
10,	178200.0,	0.0,	109173.0
10,	115500.0,	151268.4,	196263.0
10,	77000.0,	23072.4,	51600.0
10,	66000.0,	17248.8,	63249.0
10,	22000.0,	0.0,	20263.0
10,	82500.0,	-44.4,	69707.0
10,	42900.0,	46656.0,	42564.0
10,	257400.0,	108109.2,	110499.0
10,	73700.0,	45688.8,	66782.0
10,	87450.0,	3589.2,	78933.0
10,	38500.0,	2112.0,	31342.0
10,	110000.0,	0.0,	32641.0
10,	38500.0,	36945.6,	34566.0
10,	62700.0,	-1.2,	35367.0
10,	12100.0,	0.0,	11451.0
10,	89100.0,	61200.0,	81485.0
10,	165000.0,	0.0,	18467.0
10,	42900.0,	744.0,	15897.0
10,	44000.0,	0.0,	45206.0
10,	22000.0,	0.0,	23052.0
10,	165000.0,	35935.2,	142956.0
10,	40700.0,	44127.6,	39826.0
