OVD_t1,	OVD_t2,	OVD_sum,	pay_normal,	prod_code,	prod_limit,	update_date,	new_balance,	highest_balance,	report_date
0,	0,	0,	11,	10,	189200.0,	01/07/2015,	148339.2,	170332.0,	18/11/2015
0,	0,	0,	12,	10,	57200.0,	01/07/2015,	54337.2,	52775.0,	12/11/2015
0,	0,	0,	15,	10,	11000.0,	01/07/2015,	-1.2,	11916.0,	02/06/2016
0,	0,	0,	9,	10,	55000.0,	30/06/2015,	0.0,	600.0,	01/08/2016
0,	0,	0,	8,	10,	110000.0,	29/06/2015,	29314.8,	28863.0,	22/01/2016
0,	0,	0,	9,	10,	44000.0,	29/06/2015,	19450.8,	25993.0,	20/02/2016
0,	0,	0,	10,	10,	102300.0,	28/06/2015,	60852.0,	85659.0,	29/03/2016
0,	0,	0,	10,	10,	63800.0,	27/06/2015,	34048.8,	91514.0,	04/01/2016
0,	0,	0,	9,	10,	132000.0,	26/06/2015,	40628.4,	115788.0,	29/02/2016
0,	0,	0,	10,	10,	83600.0,	26/06/2015,	60961.2,	78987.0,	04/01/2016
0,	0,	0,	9,	10,	68200.0,	26/06/2015,	73618.8,	63626.0,	20/02/2016
0,	0,	0,	6,	10,	22000.0,	26/06/2015,	23646.0,	20890.0,	11/08/2015
0,	0,	0,	7,	10,	46200.0,	24/06/2015,	28434.0,	36816.0,	21/12/2015
0,	0,	0,	11,	10,	99000.0,	23/06/2015,	110742.0,	98710.0,	27/04/2016
0,	0,	0,	9,	10,	23100.0,	23/06/2015,	23151.6,	26498.0,	17/02/2016
0,	0,	0,	9,	10,	95700.0,	22/06/2015,	-157.2,	8713.0,	03/04/2016
0,	0,	0,	9,	10,	29700.0,	22/06/2015,	33400.8,	29555.0,	27/02/2016
0,	0,	0,	10,	10,	55000.0,	21/06/2015,	37051.2,	32068.0,	20/03/2016
0,	0,	0,	2,	10,	44000.0,	21/06/2015,	49766.4,	41972.0,	26/08/2015
0,	0,	0,	8,	10,	31900.0,	21/06/2015,	13419.6,	29473.0,	14/01/2016
0,	0,	0,	7,	10,	121000.0,	20/06/2015,	32205.6,	42082.0,	25/12/2015
0,	0,	0,	12,	10,	73700.0,	17/06/2015,	6098.4,	25710.0,	13/05/2016
0,	0,	0,	8,	10,	72600.0,	16/06/2015,	18066.0,	41836.0,	02/12/2016
0,	0,	0,	12,	10,	24200.0,	16/06/2015,	4260.0,	9028.0,	16/04/2016
0,	0,	0,	7,	10,	37400.0,	14/06/2015,	43875.6,	39293.0,	18/12/2015
0,	0,	0,	5,	10,	125400.0,	13/06/2015,	53167.2,	58112.0,	10/11/2015
0,	0,	0,	8,	10,	100100.0,	13/06/2015,	21394.8,	25891.0,	01/12/2016
0,	0,	0,	7,	10,	92400.0,	13/06/2015,	26947.2,	25525.0,	12/06/2015
0,	0,	0,	4,	10,	188100.0,	12/06/2015,	204000.0,	170499.0,	22/02/2016
0,	0,	0,	3,	10,	115500.0,	12/06/2015,	63327.6,	104942.0,	02/12/2016
0,	0,	0,	3,	10,	73700.0,	11/06/2015,	10902.0,	59469.0,	01/01/2016
0,	0,	0,	4,	10,	63800.0,	11/06/2015,	65998.8,	55498.0,	28/12/2015
0,	0,	0,	5,	10,	55000.0,	11/06/2015,	39374.4,	49803.0,	13/03/2016
0,	0,	0,	5,	10,	61600.0,	10/06/2015,	8181.6,	7465.0,	16/02/2016
0,	0,	0,	9,	10,	16500.0,	09/06/2015,	6193.2,	16989.0,	05/01/2016
0,	0,	0,	7,	10,	16500.0,	09/06/2015,	18988.8,	17619.0,	03/05/2016
0,	0,	0,	8,	10,	46200.0,	08/06/2015,	45651.6,	43237.0,	03/06/2016
0,	0,	0,	8,	10,	82500.0,	07/06/2015,	47428.8,	40024.0,	01/09/2016
0,	0,	0,	8,	10,	44000.0,	04/06/2015,	40836.0,	43736.0,	28/10/2015
0,	0,	0,	11,	10,	27500.0,	04/06/2015,	22582.8,	20865.0,	29/01/2016
0,	0,	0,	12,	10,	115500.0,	03/06/2015,	10432.8,	24515.0,	01/08/2016
0,	0,	0,	12,	10,	100100.0,	31/05/2015,	0.0,	13928.0,	17/12/2015
0,	0,	0,	7,	10,	119900.0,	30/05/2015,	108813.6,	106993.0,	12/04/2015
0,	0,	0,	5,	10,	223300.0,	29/05/2015,	0.0,	767.0,	23/08/2015
0,	0,	0,	7,	10,	88000.0,	29/05/2015,	33795.6,	38262.0,	23/11/2015
0,	0,	0,	8,	10,	73700.0,	29/05/2015,	7627.2,	62139.0,	28/12/2015
0,	0,	0,	10,	10,	58300.0,	29/05/2015,	48709.2,	53087.0,	16/04/2016
0,	0,	0,	9,	10,	102300.0,	27/05/2015,	99640.8,	94502.0,	25/01/2016
0,	0,	0,	7,	10,	82500.0,	26/05/2015,	6517.2,	36024.0,	28/11/2015
0,	0,	0,	9,	10,	75900.0,	26/05/2015,	65346.0,	65023.0,	01/05/2016
0,	0,	0,	9,	10,	70400.0,	26/05/2015,	25964.4,	72471.0,	16/01/2016
0,	0,	0,	7,	10,	33000.0,	26/05/2015,	23220.0,	25740.0,	22/11/2015
0,	0,	0,	10,	10,	45100.0,	25/05/2015,	45703.2,	41101.0,	02/02/2016
0,	0,	0,	12,	10,	33000.0,	25/05/2015,	-4.8,	828.0,	21/06/2015
0,	0,	0,	11,	10,	62700.0,	24/05/2015,	418.8,	55071.0,	18/03/2016
0,	0,	0,	8,	10,	42900.0,	23/05/2015,	36462.0,	38146.0,	25/12/2015
0,	0,	0,	11,	10,	66000.0,	20/05/2015,	6195.6,	7054.0,	27/03/2016
0,	0,	0,	1,	10,	50600.0,	19/05/2015,	61864.8,	52054.0,	26/03/2016
0,	0,	0,	11,	10,	11000.0,	19/05/2015,	0.0,	11023.0,	16/10/2015
0,	0,	0,	12,	10,	110000.0,	18/05/2015,	12920.4,	50318.0,	26/04/2016
0,	0,	0,	8,	10,	55000.0,	18/05/2015,	45949.2,	39476.0,	13/12/2015
0,	0,	0,	8,	10,	33000.0,	18/05/2015,	36842.4,	32291.0,	27/11/2015
0,	0,	0,	11,	10,	26400.0,	18/05/2015,	0.0,	22293.0,	16/03/2016
0,	0,	0,	11,	10,	176000.0,	17/05/2015,	4744.8,	30774.0,	01/01/2016
0,	0,	0,	11,	10,	129800.0,	17/05/2015,	125878.8,	121727.0,	29/03/2016
0,	0,	0,	10,	10,	103950.0,	16/05/2015,	10456.8,	46000.0,	04/08/2016
3,	0,	29,	8,	10,	28600.0,	16/05/2015,	435.6,	30195.0,	03/12/2016
0,	0,	0,	10,	10,	113300.0,	15/05/2015,	0.0,	31903.0,	12/06/2015
0,	0,	0,	10,	10,	74800.0,	13/05/2015,	175.2,	62061.0,	22/05/2016
0,	0,	0,	5,	10,	57200.0,	12/05/2015,	59565.6,	52028.0,	18/04/2016
0,	0,	0,	3,	10,	55000.0,	10/05/2015,	5872.8,	7303.0,	12/01/2015
0,	0,	0,	8,	10,	55000.0,	10/05/2015,	-1.2,	40144.0,	03/04/2016
0,	0,	0,	1,	10,	16500.0,	10/05/2015,	5014.8,	5354.0,	14/11/2015
0,	0,	0,	7,	10,	62700.0,	08/05/2015,	7094.4,	25114.0,	02/01/2016
0,	0,	0,	5,	10,	137500.0,	07/05/2015,	0.0,	9082.0,	27/10/2015
0,	0,	0,	4,	10,	121000.0,	07/05/2015,	52426.8,	48660.0,	21/09/2015
0,	0,	0,	10,	10,	119900.0,	07/05/2015,	1315.2,	49998.0,	04/12/2016
0,	0,	0,	11,	10,	86900.0,	06/05/2015,	5703.6,	11669.0,	30/08/2015
0,	0,	0,	8,	10,	310200.0,	05/05/2015,	24151.2,	21736.0,	20/12/2015
0,	0,	0,	10,	10,	45100.0,	05/05/2015,	13209.6,	32049.0,	16/04/2016
0,	0,	0,	7,	10,	82500.0,	04/05/2015,	11242.8,	42734.0,	17/10/2015
0,	0,	0,	13,	10,	72600.0,	04/05/2015,	20409.6,	50313.0,	19/03/2016
0,	0,	0,	13,	10,	41250.0,	28/04/2015,	0.0,	16117.0,	22/11/2015
0,	0,	0,	5,	10,	124300.0,	27/04/2015,	52736.4,	53604.0,	13/09/2015
2,	0,	18,	6,	10,	99000.0,	27/04/2015,	39346.8,	56950.0,	18/11/2015
0,	0,	0,	11,	10,	63800.0,	26/04/2015,	8917.2,	35306.0,	22/03/2016
0,	0,	0,	12,	10,	108900.0,	25/04/2015,	47114.4,	57982.0,	26/03/2016
0,	0,	0,	2,	10,	108900.0,	25/04/2015,	29092.8,	29039.0,	25/08/2015
0,	0,	0,	6,	10,	95700.0,	25/04/2015,	0.0,	10550.0,	20/11/2015
0,	0,	0,	11,	10,	137500.0,	22/04/2015,	111864.0,	132492.0,	19/02/2016
0,	0,	0,	12,	10,	113300.0,	18/04/2015,	-2.4,	65941.0,	17/04/2016
0,	0,	0,	8,	10,	94600.0,	18/04/2015,	5044.8,	60052.0,	18/12/2015
0,	0,	0,	12,	10,	66000.0,	18/04/2015,	72775.2,	62326.0,	04/06/2016
0,	0,	0,	9,	10,	114400.0,	17/04/2015,	33916.8,	48897.0,	26/12/2015
0,	0,	0,	2,	10,	57200.0,	17/04/2015,	33223.2,	41928.0,	30/10/2015
0,	0,	0,	9,	10,	149600.0,	15/04/2015,	123636.0,	151828.0,	15/12/2015
0,	0,	0,	7,	10,	114400.0,	13/04/2015,	34710.0,	45893.0,	10/11/2015
0,	0,	0,	4,	10,	187000.0,	12/04/2015,	16760.4,	33212.0,	14/03/2016
0,	0,	0,	3,	10,	55000.0,	12/04/2015,	20155.2,	23255.0,	13/02/2016
0,	0,	0,	6,	10,	16500.0,	12/04/2015,	0.0,	14912.0,	05/08/2016
0,	0,	0,	6,	10,	55000.0,	11/04/2015,	8785.2,	49978.0,	16/04/2016
0,	0,	0,	4,	10,	39600.0,	11/04/2015,	28107.6,	33547.0,	24/02/2016
0,	0,	0,	8,	10,	119900.0,	09/04/2015,	57361.2,	110975.0,	20/04/2016
0,	0,	0,	6,	10,	108900.0,	08/04/2015,	0.0,	61849.0,	28/11/2015
0,	0,	0,	1,	10,	110000.0,	05/04/2015,	9745.2,	35599.0,	16/02/2016
0,	0,	0,	9,	10,	106700.0,	05/04/2015,	55129.2,	95477.0,	26/12/2015
0,	0,	0,	12,	10,	22000.0,	05/04/2015,	23274.0,	21181.0,	23/03/2016
0,	0,	0,	12,	10,	123200.0,	04/04/2015,	111025.2,	99276.0,	23/03/2016
0,	0,	0,	14,	10,	28600.0,	04/04/2015,	29221.2,	26149.0,	18/04/2016
0,	0,	0,	12,	10,	99000.0,	03/04/2015,	40146.0,	91483.0,	18/01/2016
0,	0,	0,	13,	10,	71500.0,	02/04/2015,	13002.0,	45567.0,	21/02/2016
0,	0,	0,	13,	10,	27500.0,	01/04/2015,	20373.6,	17478.0,	18/12/2015
0,	0,	0,	11,	10,	111100.0,	31/03/2015,	19570.8,	16871.0,	25/01/2016
0,	0,	0,	7,	10,	117700.0,	30/03/2015,	-68.4,	101343.0,	09/05/2015
0,	0,	0,	8,	10,	95700.0,	30/03/2015,	65472.0,	79435.0,	11/03/2015
0,	0,	0,	6,	10,	205700.0,	29/03/2015,	18355.2,	34626.0,	28/09/2015
0,	0,	0,	2,	10,	135300.0,	29/03/2015,	0.0,	4999.0,	27/07/2015
0,	0,	0,	10,	10,	108900.0,	28/03/2015,	5540.4,	29879.0,	18/12/2015
0,	0,	0,	3,	10,	57200.0,	27/03/2015,	42307.2,	53569.0,	23/09/2015
0,	0,	0,	12,	10,	57200.0,	27/03/2015,	49221.6,	53569.0,	13/02/2016
0,	0,	0,	14,	10,	117700.0,	26/03/2015,	0.0,	31142.0,	04/05/2016
0,	0,	0,	10,	10,	192500.0,	24/03/2015,	4038.0,	14919.0,	01/06/2016
0,	0,	0,	12,	10,	127600.0,	24/03/2015,	22935.6,	33800.0,	20/02/2016
0,	0,	0,	7,	10,	95700.0,	24/03/2015,	3781.2,	19050.0,	29/09/2015
0,	0,	0,	11,	10,	55000.0,	24/03/2015,	63217.2,	53532.0,	13/12/2015
0,	0,	0,	8,	10,	49500.0,	24/03/2015,	36621.6,	47888.0,	30/09/2015
0,	0,	0,	12,	10,	82500.0,	23/03/2015,	928.8,	71364.0,	18/03/2016
0,	0,	0,	9,	10,	129800.0,	21/03/2015,	1395.6,	15668.0,	13/12/2015
0,	0,	0,	7,	10,	128700.0,	21/03/2015,	1748.4,	14542.0,	19/10/2015
0,	0,	0,	11,	10,	30800.0,	21/03/2015,	34996.8,	30183.0,	19/01/2016
0,	0,	0,	10,	10,	118800.0,	19/03/2015,	1502.4,	80040.0,	12/06/2015
0,	0,	0,	9,	10,	135300.0,	18/03/2015,	46560.0,	99077.0,	15/11/2015
0,	0,	0,	8,	10,	116600.0,	18/03/2015,	25117.2,	32627.0,	20/11/2015
0,	0,	0,	11,	10,	55000.0,	17/03/2015,	18315.6,	50495.0,	13/01/2016
0,	0,	0,	14,	10,	550000.0,	16/03/2015,	322006.8,	511715.0,	16/04/2016
0,	0,	0,	12,	10,	174900.0,	16/03/2015,	682.8,	15767.0,	20/03/2016
0,	0,	0,	7,	10,	132000.0,	16/03/2015,	97563.6,	100140.0,	09/12/2015
0,	0,	0,	9,	10,	68200.0,	16/03/2015,	69543.6,	65051.0,	17/11/2015
0,	0,	0,	12,	10,	23100.0,	16/03/2015,	0.0,	26323.0,	20/09/2015
3,	0,	31,	10,	10,	170500.0,	15/03/2015,	35080.8,	29734.0,	28/07/2015
0,	0,	0,	11,	10,	138600.0,	15/03/2015,	31134.0,	32108.0,	01/09/2016
0,	0,	0,	12,	10,	110000.0,	15/03/2015,	80233.2,	107237.0,	24/01/2016
0,	0,	0,	10,	10,	96800.0,	15/03/2015,	48388.8,	40824.0,	11/09/2015
0,	0,	0,	7,	10,	82500.0,	15/03/2015,	0.0,	21815.0,	18/09/2015
0,	0,	0,	10,	10,	148500.0,	14/03/2015,	11727.6,	30566.0,	11/07/2015
0,	0,	0,	7,	10,	100100.0,	13/03/2015,	205.2,	48310.0,	18/09/2015
0,	0,	0,	7,	10,	97900.0,	13/03/2015,	-634.8,	8230.0,	24/05/2015
0,	0,	0,	8,	10,	68200.0,	13/03/2015,	68991.6,	62787.0,	10/02/2015
0,	0,	0,	13,	10,	44000.0,	13/03/2015,	10112.4,	28049.0,	29/02/2016
0,	0,	0,	6,	10,	189200.0,	11/03/2015,	181030.8,	173080.0,	04/01/2016
0,	0,	0,	3,	10,	67100.0,	10/03/2015,	7748.4,	57964.0,	15/12/2015
0,	0,	0,	5,	10,	56100.0,	10/03/2015,	5203.2,	5407.0,	14/02/2016
0,	0,	0,	4,	10,	45100.0,	10/03/2015,	32974.8,	36500.0,	28/12/2015
0,	0,	0,	4,	10,	112200.0,	08/03/2015,	-39.6,	6616.0,	20/09/2015
0,	0,	0,	6,	10,	119900.0,	07/03/2015,	112590.0,	110199.0,	13/12/2015
0,	0,	0,	4,	10,	69300.0,	07/03/2015,	44205.6,	50817.0,	10/09/2015
0,	0,	0,	10,	10,	108900.0,	06/03/2015,	21915.6,	46398.0,	03/05/2016
0,	0,	0,	7,	10,	59400.0,	06/03/2015,	15612.0,	24869.0,	12/12/2015
0,	0,	0,	12,	10,	110000.0,	04/03/2015,	20744.4,	22527.0,	27/02/2016
0,	0,	0,	13,	10,	96800.0,	02/03/2015,	83355.6,	86843.0,	02/05/2016
0,	0,	0,	14,	10,	27500.0,	02/03/2015,	15478.8,	25038.0,	23/02/2016
0,	0,	0,	13,	10,	58300.0,	28/02/2015,	24783.6,	47048.0,	14/03/2016
0,	0,	0,	10,	10,	44000.0,	28/02/2015,	16614.0,	37099.0,	12/02/2015
0,	0,	0,	9,	10,	371800.0,	27/02/2015,	34299.6,	63473.0,	16/12/2015
0,	0,	0,	12,	10,	112200.0,	27/02/2015,	494.4,	34147.0,	25/01/2016
0,	0,	0,	14,	10,	96800.0,	27/02/2015,	78274.8,	65729.0,	18/03/2016
0,	0,	0,	9,	10,	68200.0,	27/02/2015,	-64.8,	60282.0,	19/06/2015
0,	0,	0,	8,	10,	68200.0,	25/02/2015,	0.0,	56722.0,	10/04/2015
0,	0,	0,	13,	10,	137500.0,	23/02/2015,	124003.2,	124406.0,	28/02/2016
0,	0,	0,	7,	10,	55000.0,	21/02/2015,	0.0,	3806.0,	21/08/2015
0,	0,	0,	9,	10,	16500.0,	21/02/2015,	1225.2,	5869.0,	15/11/2015
0,	0,	0,	14,	10,	59400.0,	20/02/2015,	2845.2,	36508.0,	04/01/2016
0,	0,	0,	16,	10,	141900.0,	16/02/2015,	4701.6,	104099.0,	03/08/2016
0,	0,	0,	11,	10,	121000.0,	16/02/2015,	44623.2,	43869.0,	13/12/2015
0,	0,	0,	14,	10,	88000.0,	16/02/2015,	9465.6,	60500.0,	26/03/2016
1,	0,	1,	8,	10,	162800.0,	15/02/2015,	2924.4,	15122.0,	17/10/2015
1,	0,	1,	9,	10,	110000.0,	15/02/2015,	65830.8,	78468.0,	28/11/2015
0,	0,	0,	13,	10,	89100.0,	15/02/2015,	17511.6,	78895.0,	03/04/2016
0,	0,	0,	15,	10,	55000.0,	15/02/2015,	33940.8,	42594.0,	04/09/2016
0,	0,	0,	12,	10,	169400.0,	13/02/2015,	108369.6,	95995.0,	01/12/2016
0,	0,	0,	13,	10,	116600.0,	13/02/2015,	796.8,	13777.0,	24/01/2016
0,	0,	0,	3,	10,	44000.0,	12/02/2015,	41830.8,	42914.0,	02/08/2016
0,	0,	0,	4,	10,	16500.0,	11/02/2015,	13154.4,	15362.0,	24/01/2016
0,	0,	0,	8,	10,	22000.0,	10/02/2015,	20398.8,	20499.0,	16/05/2016
0,	0,	0,	7,	10,	93500.0,	08/02/2015,	3598.8,	5883.0,	25/01/2016
0,	0,	0,	7,	10,	74800.0,	08/02/2015,	0.0,	4078.0,	14/10/2015
0,	0,	0,	6,	10,	42900.0,	08/02/2015,	29329.2,	36036.0,	28/12/2015
0,	0,	0,	10,	10,	106700.0,	06/02/2015,	113962.8,	100642.0,	03/07/2016
2,	0,	2,	8,	10,	55000.0,	06/02/2015,	11038.8,	49733.0,	03/01/2016
0,	0,	0,	11,	10,	127600.0,	02/02/2015,	57337.2,	73257.0,	22/11/2015
0,	0,	0,	11,	10,	111100.0,	02/02/2015,	102517.2,	99359.0,	12/05/2015
0,	0,	0,	10,	10,	117700.0,	01/02/2015,	80874.0,	113238.0,	18/10/2015
0,	0,	0,	13,	10,	106700.0,	31/01/2015,	1200.0,	23703.0,	03/12/2016
0,	0,	0,	13,	10,	62700.0,	31/01/2015,	44241.6,	48948.0,	15/02/2016
0,	0,	0,	9,	10,	60500.0,	31/01/2015,	6657.6,	18934.0,	19/09/2015
0,	0,	0,	15,	10,	163900.0,	28/01/2015,	30520.8,	41674.0,	23/04/2016
0,	0,	0,	14,	10,	125400.0,	28/01/2015,	121910.4,	107265.0,	16/03/2016
0,	0,	0,	15,	10,	41250.0,	28/01/2015,	28812.0,	25168.0,	04/02/2016
1,	0,	11,	15,	10,	86900.0,	27/01/2015,	46146.0,	38955.0,	26/04/2016
0,	0,	0,	14,	10,	51700.0,	27/01/2015,	-1.2,	8442.0,	29/01/2016
0,	0,	0,	15,	10,	84700.0,	26/01/2015,	6171.6,	10850.0,	16/02/2016
0,	0,	0,	16,	10,	68200.0,	26/01/2015,	7033.2,	38590.0,	15/04/2016
0,	0,	0,	16,	10,	117700.0,	25/01/2015,	123812.4,	112104.0,	18/04/2016
0,	0,	0,	17,	10,	23100.0,	25/01/2015,	0.0,	1623.0,	20/03/2015
1,	0,	1,	14,	10,	55000.0,	24/01/2015,	-50.4,	32522.0,	10/04/2015
0,	0,	0,	11,	10,	85800.0,	23/01/2015,	88140.0,	81574.0,	14/12/2015
0,	0,	0,	12,	10,	23100.0,	23/01/2015,	25315.2,	26423.0,	18/12/2015
0,	0,	0,	15,	10,	57200.0,	20/01/2015,	31646.4,	48829.0,	03/06/2016
0,	0,	0,	17,	10,	33000.0,	20/01/2015,	36876.0,	32433.0,	16/05/2016
0,	0,	0,	14,	10,	152900.0,	19/01/2015,	31447.2,	87408.0,	27/01/2016
0,	0,	0,	12,	10,	68200.0,	18/01/2015,	47242.8,	42320.0,	12/04/2015
0,	0,	0,	16,	10,	59400.0,	16/01/2015,	55957.2,	54668.0,	06/03/2016
0,	0,	0,	10,	10,	36300.0,	16/01/2015,	19333.2,	28078.0,	10/11/2015
0,	0,	0,	10,	10,	36300.0,	16/01/2015,	19333.2,	28078.0,	10/11/2015
0,	0,	0,	9,	10,	16500.0,	15/01/2015,	-368.4,	11783.0,	14/08/2015
0,	0,	0,	15,	10,	122100.0,	13/01/2015,	2708.4,	46366.0,	01/03/2016
0,	0,	0,	14,	10,	82500.0,	13/01/2015,	1825.2,	75961.0,	16/01/2016
0,	0,	0,	6,	10,	96800.0,	11/01/2015,	13605.6,	17414.0,	29/03/2016
0,	0,	0,	3,	10,	124300.0,	10/01/2015,	47640.0,	66135.0,	28/11/2015
0,	0,	0,	4,	10,	61600.0,	08/01/2015,	46482.0,	39235.0,	19/10/2015
0,	0,	0,	11,	10,	110000.0,	07/01/2015,	17674.8,	15229.0,	27/05/2016
0,	0,	0,	8,	10,	77000.0,	06/01/2015,	24421.2,	37897.0,	12/08/2015
0,	0,	0,	11,	10,	42900.0,	06/01/2015,	44264.4,	39976.0,	28/03/2016
0,	0,	0,	12,	10,	108900.0,	05/01/2015,	159.6,	15569.0,	28/03/2016
0,	0,	0,	13,	10,	55000.0,	03/01/2015,	54009.6,	55550.0,	03/11/2016
0,	0,	0,	11,	10,	73700.0,	02/01/2015,	71998.8,	67589.0,	13/12/2015
0,	0,	0,	11,	10,	116600.0,	27/12/2014,	114518.4,	113011.0,	01/03/2016
0,	0,	0,	15,	10,	112200.0,	26/12/2014,	95124.0,	94930.0,	20/02/2016
0,	0,	0,	12,	10,	96800.0,	26/12/2014,	66190.8,	80063.0,	20/11/2015
0,	0,	0,	15,	10,	27500.0,	26/12/2014,	17472.0,	22461.0,	26/02/2016
0,	0,	0,	13,	10,	110000.0,	23/12/2014,	1633.2,	66585.0,	18/01/2016
0,	0,	0,	12,	10,	277200.0,	21/12/2014,	-1.2,	36329.0,	18/12/2015
0,	0,	0,	13,	10,	110000.0,	20/12/2014,	33213.6,	79000.0,	26/12/2015
0,	0,	0,	16,	10,	110000.0,	19/12/2014,	4071.6,	11415.0,	17/04/2016
0,	0,	0,	13,	10,	40700.0,	19/12/2014,	17528.4,	24807.0,	16/12/2015
0,	0,	0,	10,	10,	270600.0,	17/12/2014,	80.4,	6249.0,	19/09/2015
0,	0,	0,	13,	10,	170500.0,	17/12/2014,	51757.2,	111499.0,	27/12/2015
0,	0,	0,	11,	10,	75900.0,	17/12/2014,	32538.0,	49756.0,	20/10/2015
0,	0,	0,	16,	10,	156200.0,	16/12/2014,	74083.2,	89926.0,	20/02/2016
0,	0,	0,	13,	10,	100100.0,	16/12/2014,	25935.6,	53882.0,	15/12/2015
0,	0,	0,	12,	10,	55000.0,	16/12/2014,	-2.4,	49400.0,	24/10/2015
0,	0,	0,	15,	10,	152900.0,	15/12/2014,	19041.6,	90621.0,	16/02/2016
0,	0,	0,	11,	10,	20900.0,	15/12/2014,	0.0,	11600.0,	25/03/2015
0,	0,	0,	11,	10,	93500.0,	12/12/2014,	87729.6,	73608.0,	28/09/2015
0,	0,	0,	11,	10,	74800.0,	12/12/2014,	55550.4,	68213.0,	10/03/2015
0,	0,	0,	14,	10,	121000.0,	09/12/2014,	320730.0,	277557.0,	17/11/2015
0,	0,	0,	18,	10,	121000.0,	09/12/2014,	15066.0,	57617.0,	13/02/2016
0,	0,	0,	20,	10,	106700.0,	09/12/2014,	103191.6,	98670.0,	03/12/2016
0,	0,	0,	14,	10,	99000.0,	09/12/2014,	29239.2,	78912.0,	21/11/2015
0,	0,	0,	17,	10,	92400.0,	09/12/2014,	0.0,	17353.0,	13/10/2015
0,	0,	0,	17,	10,	55000.0,	09/12/2014,	23517.6,	38895.0,	31/01/2016
0,	0,	0,	21,	10,	50600.0,	09/12/2014,	7234.8,	47402.0,	15/05/2016
0,	0,	0,	23,	10,	82500.0,	07/12/2014,	1868.4,	81801.0,	15/05/2016
0,	0,	0,	23,	10,	82500.0,	07/12/2014,	1868.4,	81801.0,	15/05/2016
0,	0,	0,	20,	10,	55000.0,	07/12/2014,	57186.0,	50798.0,	03/12/2016
0,	0,	0,	19,	10,	214500.0,	05/12/2014,	84118.8,	156961.0,	11/10/2015
0,	0,	0,	17,	10,	57200.0,	04/12/2014,	46681.2,	54742.0,	25/09/2015
0,	0,	0,	25,	10,	110000.0,	03/12/2014,	64870.8,	114279.0,	23/02/2016
0,	0,	0,	24,	10,	57200.0,	03/12/2014,	92520.0,	123341.0,	16/02/2016
0,	0,	0,	21,	10,	162800.0,	02/12/2014,	48924.0,	87547.0,	10/03/2015
0,	0,	0,	22,	10,	94600.0,	02/12/2014,	-33.6,	89692.0,	18/07/2015
0,	0,	0,	8,	10,	75900.0,	02/12/2014,	44551.2,	62236.0,	01/07/2016
0,	0,	0,	27,	10,	36300.0,	02/12/2014,	14038.8,	17265.0,	22/03/2016
1,	0,	11,	23,	10,	30800.0,	02/12/2014,	1471.2,	14089.0,	30/10/2015
0,	0,	0,	27,	10,	91300.0,	01/12/2014,	54142.8,	62603.0,	04/11/2016
1,	0,	15,	8,	10,	198000.0,	29/11/2014,	199015.2,	180500.0,	13/09/2015
0,	0,	0,	18,	10,	126500.0,	26/11/2014,	30338.4,	55225.0,	20/04/2016
0,	0,	0,	13,	10,	44000.0,	25/11/2014,	540.0,	35218.0,	16/12/2015
0,	0,	0,	17,	10,	36300.0,	23/11/2014,	969.6,	18340.0,	04/12/2016
0,	0,	0,	14,	10,	155100.0,	22/11/2014,	7158.0,	32437.0,	16/02/2016
0,	0,	0,	9,	10,	107800.0,	22/11/2014,	238.8,	37303.0,	20/01/2016
0,	0,	0,	13,	10,	33000.0,	22/11/2014,	36072.0,	34389.0,	18/11/2015
0,	0,	0,	20,	10,	73700.0,	21/11/2014,	-4.8,	1060.0,	15/12/2014
0,	0,	0,	14,	10,	62700.0,	18/11/2014,	47877.6,	58393.0,	22/12/2015
0,	0,	0,	12,	10,	173800.0,	16/11/2014,	590.4,	10939.0,	23/11/2015
0,	0,	0,	12,	10,	133100.0,	16/11/2014,	2391.6,	8510.0,	21/11/2015
3,	0,	54,	14,	10,	46200.0,	16/11/2014,	19249.2,	49285.0,	20/02/2016
0,	0,	0,	15,	10,	249700.0,	15/11/2014,	82831.2,	214533.0,	25/01/2016
0,	0,	0,	18,	10,	119900.0,	15/11/2014,	133746.0,	114021.0,	20/04/2016
0,	0,	0,	14,	10,	92400.0,	15/11/2014,	47910.0,	67156.0,	15/12/2015
0,	0,	0,	16,	10,	17600.0,	15/11/2014,	18922.8,	16269.0,	02/06/2016
0,	0,	0,	16,	10,	96800.0,	14/11/2014,	25882.8,	69184.0,	16/02/2016
0,	0,	0,	12,	10,	82500.0,	14/11/2014,	15727.2,	57083.0,	12/01/2015
0,	0,	0,	17,	10,	165000.0,	12/11/2014,	97972.8,	85882.0,	18/04/2016
0,	0,	0,	13,	10,	134200.0,	11/11/2014,	32592.0,	57378.0,	24/11/2015
0,	0,	0,	15,	10,	165000.0,	10/11/2014,	1641.6,	69540.0,	15/12/2015
0,	0,	0,	4,	10,	117700.0,	10/11/2014,	110311.2,	107202.0,	15/11/2015
0,	0,	0,	14,	10,	88000.0,	10/11/2014,	12409.2,	36418.0,	21/11/2015
0,	0,	0,	1,	10,	55000.0,	10/11/2014,	6025.2,	50137.0,	16/04/2016
0,	0,	0,	19,	10,	228800.0,	08/11/2014,	14348.4,	55211.0,	20/01/2016
0,	0,	0,	18,	10,	11000.0,	07/11/2014,	13.2,	26377.0,	09/11/2015
